ds,product,units,amount
2024-10-12,Ice Cream 1L,75,56743.83
2024-10-12,Mango Jam 500G,82,53938.51
2024-10-12,Milo Powder 400G,67,65890.21
2024-10-12,Pineapple Whole,64,26044.72
2024-10-12,Plain Bread 450G,54,9684.93
2024-10-12,Plain Flour 1KG,85,31780.05
2024-10-12,Salt 1KG,84,8300.74
2024-10-12,Toilet Paper 2PLY,73,7391.4
2024-10-12,Tomatoes 1KG,69,27389.49
2024-10-12,White Rice 1KG,66,14637.35
2024-10-12,White Sugar 1KG,63,21926.05
2024-10-13,Bottled Water 5L,78,19574.79
2024-10-13,Butter 227G,58,68951.27
2024-10-13,Chocolate Wafers 85G,52,5146.08
2024-10-13,Coca-Cola 1.5L,49,14567.13
2024-10-13,Coconut,77,9896.58
2024-10-13,Coconut Oil 750ML,68,58642.81
2024-10-13,Coconut Sweets,61,12349.81
2024-10-13,Fresh Chicken 1KG,67,93079.63
2024-10-13,Fresh Milk 1L,74,29063.61
2024-10-13,Ice Cream 1L,81,61378.72
2024-10-13,Mango Jam 500G,84,53885.85
2024-10-13,Milo Powder 400G,50,49069.69
2024-10-13,Pineapple Whole,73,28821.13
2024-10-13,Plain Bread 450G,61,11137.52
2024-10-13,Plain Flour 1KG,84,31451.56
2024-10-13,Salt 1KG,65,6602.86
2024-10-13,Toilet Paper 2PLY,85,8644.44
2024-10-13,Tomatoes 1KG,58,23573.59
2024-10-13,White Rice 1KG,61,13642.14
2024-10-13,White Sugar 1KG,73,25541.47
2024-10-14,Bottled Water 5L,55,13671.85
2024-10-14,Butter 227G,49,59060.85
2024-10-14,Chocolate Wafers 85G,49,4877.89
2024-10-14,Coca-Cola 1.5L,38,11384.47
2024-10-14,Coconut,63,8206.65
2024-10-14,Coconut Oil 750ML,46,39528.76
2024-10-14,Coconut Sweets,62,12527.76
2024-10-14,Fresh Chicken 1KG,58,80782.17
2024-10-14,Fresh Milk 1L,59,23580.63
2024-10-14,Ice Cream 1L,54,40861.11
2024-10-14,Mango Jam 500G,53,34025.03
2024-10-14,Milo Powder 400G,41,40950.16
2024-10-14,Pineapple Whole,60,24221.08
2024-10-14,Plain Bread 450G,48,8671.39
2024-10-14,Plain Flour 1KG,58,21815.7
2024-10-14,Salt 1KG,47,4674.7
2024-10-14,Toilet Paper 2PLY,48,4723.42
2024-10-14,Tomatoes 1KG,66,26391.6
2024-10-14,White Rice 1KG,48,10639.03
2024-10-14,White Sugar 1KG,49,16879.7
2024-10-15,Bottled Water 5L,51,12607.14
2024-10-15,Butter 227G,38,46392.0
2024-10-15,Chocolate Wafers 85G,39,3884.88
2024-10-15,Coca-Cola 1.5L,44,13283.38
2024-10-15,Coconut,60,7920.98
2024-10-15,Coconut Oil 750ML,48,40128.25
2024-10-15,Coconut Sweets,57,11456.93
2024-10-15,Fresh Chicken 1KG,56,79076.18
2024-10-15,Fresh Milk 1L,56,22725.6
2024-10-15,Ice Cream 1L,60,44203.71
2024-10-15,Mango Jam 500G,55,35815.18
2024-10-15,Milo Powder 400G,42,41267.15
2024-10-15,Pineapple Whole,58,23006.52
2024-10-15,Plain Bread 450G,49,8950.86
2024-10-15,Plain Flour 1KG,57,21935.87
2024-10-15,Salt 1KG,51,5137.99
2024-10-15,Toilet Paper 2PLY,45,4546.21
2024-10-15,Tomatoes 1KG,46,18278.8
2024-10-15,White Rice 1KG,66,14743.82
2024-10-15,White Sugar 1KG,46,16294.3
2024-10-16,Bottled Water 5L,49,12357.67
2024-10-16,Butter 227G,48,57843.99
2024-10-16,Chocolate Wafers 85G,51,5178.01
2024-10-16,Coca-Cola 1.5L,44,13232.32
2024-10-16,Coconut,48,6364.49
2024-10-16,Coconut Oil 750ML,52,44263.19
2024-10-16,Coconut Sweets,65,13140.61
2024-10-16,Fresh Chicken 1KG,60,83731.3
2024-10-16,Fresh Milk 1L,47,18464.08
2024-10-16,Ice Cream 1L,58,43791.76
2024-10-16,Mango Jam 500G,45,29339.39
2024-10-16,Milo Powder 400G,53,52817.27
2024-10-16,Pineapple Whole,47,19077.16
2024-10-16,Plain Bread 450G,46,8182.31
2024-10-16,Plain Flour 1KG,65,24228.55
2024-10-16,Salt 1KG,63,6379.22
2024-10-16,Toilet Paper 2PLY,58,5751.23
2024-10-16,Tomatoes 1KG,60,24125.13
2024-10-16,White Rice 1KG,53,11690.49
2024-10-16,White Sugar 1KG,58,20200.99
2024-10-17,Bottled Water 5L,55,13787.18
2024-10-17,Butter 227G,43,52521.37
2024-10-17,Chocolate Wafers 85G,48,4747.61
2024-10-17,Coca-Cola 1.5L,36,10620.42
2024-10-17,Coconut,51,6604.73
2024-10-17,Coconut Oil 750ML,66,56884.41
2024-10-17,Coconut Sweets,86,17365.25
2024-10-17,Fresh Milk 1L,48,19393.65
2024-10-17,Ice Cream 1L,81,60040.46
2024-10-17,Mango Jam 500G,47,30974.59
2024-10-17,Milo Powder 400G,46,46058.11
2024-10-17,Pineapple Whole,91,36164.67
2024-10-17,Plain Bread 450G,36,6354.25
2024-10-17,Plain Flour 1KG,47,17658.56
2024-10-17,Salt 1KG,55,5502.3
2024-10-17,Toilet Paper 2PLY,59,5992.39
2024-10-17,Tomatoes 1KG,59,23744.16
2024-10-17,White Rice 1KG,45,9861.13
2024-10-17,White Sugar 1KG,47,16694.6
2024-10-18,Bottled Water 5L,55,13493.17
2024-10-18,Butter 227G,46,55518.64
2024-10-18,Chocolate Wafers 85G,48,4735.96
2024-10-18,Coca-Cola 1.5L,39,11749.8
2024-10-18,Coconut,60,7769.93
2024-10-18,Coconut Oil 750ML,64,54368.63
2024-10-18,Coconut Sweets,63,12620.43
2024-10-18,Fresh Chicken 1KG,54,74920.65
2024-10-18,Fresh Milk 1L,51,20675.06
2024-10-18,Ice Cream 1L,62,45781.25
2024-10-18,Mango Jam 500G,54,35582.54
2024-10-18,Milo Powder 400G,36,35721.6
2024-10-18,Pineapple Whole,47,18934.3
2024-10-18,Plain Bread 450G,50,8894.51
2024-10-18,Plain Flour 1KG,47,17916.98
2024-10-18,Salt 1KG,58,5714.79
2024-10-18,Toilet Paper 2PLY,56,5567.02
2024-10-18,Tomatoes 1KG,46,18757.31
2024-10-18,White Rice 1KG,55,11917.65
2024-10-18,White Sugar 1KG,52,18238.21
2024-10-19,Bottled Water 5L,83,20599.33
2024-10-19,Butter 227G,62,74779.0
2024-10-19,Chocolate Wafers 85G,68,6710.38
2024-10-19,Coca-Cola 1.5L,48,14230.95
2024-10-19,Coconut,66,8723.4
2024-10-19,Coconut Oil 750ML,78,65229.09
2024-10-19,Coconut Sweets,62,12158.38
2024-10-19,Fresh Chicken 1KG,73,103478.72
2024-10-19,Fresh Milk 1L,68,27241.67
2024-10-19,Ice Cream 1L,86,65040.43
2024-10-19,Mango Jam 500G,63,40429.46
2024-10-19,Milo Powder 400G,51,50935.0
2024-10-19,Pineapple Whole,61,24388.7
2024-10-19,Plain Bread 450G,64,11393.94
2024-10-19,Plain Flour 1KG,63,24407.11
2024-10-19,Salt 1KG,59,5966.35
2024-10-19,Toilet Paper 2PLY,65,6389.08
2024-10-19,Tomatoes 1KG,82,33353.85
2024-10-19,White Rice 1KG,79,17575.25
2024-10-19,White Sugar 1KG,68,23909.83
2024-10-20,Bottled Water 5L,66,16558.25
2024-10-20,Butter 227G,53,64023.98
2024-10-20,Chocolate Wafers 85G,56,5553.29
2024-10-20,Coca-Cola 1.5L,57,17352.45
2024-10-20,Coconut,86,11153.07
2024-10-20,Coconut Oil 750ML,85,72514.7
2024-10-20,Coconut Sweets,84,16507.25
2024-10-20,Fresh Chicken 1KG,60,82378.87
2024-10-20,Fresh Milk 1L,80,31844.2
2024-10-20,Ice Cream 1L,86,64293.6
2024-10-20,Mango Jam 500G,62,39611.03
2024-10-20,Milo Powder 400G,60,60291.37
2024-10-20,Pineapple Whole,86,34995.78
2024-10-20,Plain Bread 450G,57,10173.73
2024-10-20,Plain Flour 1KG,63,24373.32
2024-10-20,Salt 1KG,73,7410.41
2024-10-20,Toilet Paper 2PLY,63,6407.53
2024-10-20,Tomatoes 1KG,75,30518.06
2024-10-20,White Rice 1KG,74,16263.65
2024-10-20,White Sugar 1KG,68,23997.56
2024-10-21,Bottled Water 5L,64,15768.49
2024-10-21,Butter 227G,37,44810.45
2024-10-21,Chocolate Wafers 85G,46,4524.36
2024-10-21,Coca-Cola 1.5L,53,15796.51
2024-10-21,Coconut,46,5896.27
2024-10-21,Coconut Oil 750ML,51,43559.4
2024-10-21,Coconut Sweets,55,11008.86
2024-10-21,Fresh Chicken 1KG,58,79656.54
2024-10-21,Fresh Milk 1L,62,24804.14
2024-10-21,Ice Cream 1L,64,47787.26
2024-10-21,Mango Jam 500G,57,37196.15
2024-10-21,Milo Powder 400G,47,47921.73
2024-10-21,Pineapple Whole,56,22782.68
2024-10-21,Plain Bread 450G,41,7319.03
2024-10-21,Plain Flour 1KG,64,24120.54
2024-10-21,Salt 1KG,49,4920.19
2024-10-21,Toilet Paper 2PLY,57,5673.56
2024-10-21,Tomatoes 1KG,59,23359.96
2024-10-21,White Rice 1KG,61,13283.55
2024-10-21,White Sugar 1KG,51,17720.56
2024-10-22,Bottled Water 5L,45,11427.48
2024-10-22,Butter 227G,46,54887.38
2024-10-22,Chocolate Wafers 85G,52,5298.88
2024-10-22,Coca-Cola 1.5L,47,13988.52
2024-10-22,Coconut,46,6046.29
2024-10-22,Coconut Oil 750ML,50,42853.44
2024-10-22,Coconut Sweets,44,8679.24
2024-10-22,Fresh Chicken 1KG,54,77056.97
2024-10-22,Fresh Milk 1L,46,18659.35
2024-10-22,Ice Cream 1L,45,33565.55
2024-10-22,Mango Jam 500G,47,30521.14
2024-10-22,Milo Powder 400G,41,41004.11
2024-10-22,Pineapple Whole,50,20001.62
2024-10-22,Plain Bread 450G,39,7091.18
2024-10-22,Plain Flour 1KG,60,22569.42
2024-10-22,Salt 1KG,53,5283.35
2024-10-22,Toilet Paper 2PLY,62,6217.86
2024-10-22,Tomatoes 1KG,63,25424.96
2024-10-22,White Rice 1KG,55,12091.79
2024-10-22,White Sugar 1KG,49,17356.37
2024-10-23,Bottled Water 5L,60,15014.59
2024-10-23,Butter 227G,46,54164.06
2024-10-23,Chocolate Wafers 85G,50,5048.53
2024-10-23,Coca-Cola 1.5L,47,14373.46
2024-10-23,Coconut,56,7408.55
2024-10-23,Coconut Oil 750ML,52,44790.95
2024-10-23,Coconut Sweets,49,9864.18
2024-10-23,Fresh Chicken 1KG,51,70189.74
2024-10-23,Fresh Milk 1L,49,19321.62
2024-10-23,Ice Cream 1L,55,41013.02
2024-10-23,Mango Jam 500G,54,35689.19
2024-10-23,Milo Powder 400G,52,52145.73
2024-10-23,Pineapple Whole,58,23527.94
2024-10-23,Plain Bread 450G,40,7167.96
2024-10-23,Plain Flour 1KG,46,17562.8
2024-10-23,Salt 1KG,62,6169.25
2024-10-23,Toilet Paper 2PLY,61,6071.67
2024-10-23,Tomatoes 1KG,62,24391.75
2024-10-23,White Rice 1KG,53,11434.08
2024-10-23,White Sugar 1KG,60,20701.08
2024-10-24,Bottled Water 5L,55,13804.16
2024-10-24,Butter 227G,41,48236.54
2024-10-24,Chocolate Wafers 85G,44,4479.51
2024-10-24,Coca-Cola 1.5L,38,11283.55
2024-10-24,Coconut,49,6352.46
2024-10-24,Coconut Oil 750ML,47,40514.76
2024-10-24,Coconut Sweets,59,11981.28
2024-10-24,Fresh Chicken 1KG,51,72651.92
2024-10-24,Fresh Milk 1L,51,20618.54
2024-10-24,Ice Cream 1L,51,37814.05
2024-10-24,Mango Jam 500G,66,43502.33
2024-10-24,Milo Powder 400G,36,35967.01
2024-10-24,Pineapple Whole,51,20000.96
2024-10-24,Plain Bread 450G,39,7007.91
2024-10-24,Plain Flour 1KG,64,24227.7
2024-10-24,Salt 1KG,53,5361.57
2024-10-24,Toilet Paper 2PLY,63,6176.9
2024-10-24,Tomatoes 1KG,47,18926.16
2024-10-24,White Rice 1KG,57,12573.57
2024-10-24,White Sugar 1KG,59,20603.92
2024-10-25,Bottled Water 5L,59,14984.06
2024-10-25,Butter 227G,37,44760.43
2024-10-25,Chocolate Wafers 85G,47,4656.06
2024-10-25,Coca-Cola 1.5L,42,12653.03
2024-10-25,Coconut,45,5806.41
2024-10-25,Coconut Oil 750ML,56,47886.16
2024-10-25,Coconut Sweets,51,10066.93
2024-10-25,Fresh Chicken 1KG,58,82512.12
2024-10-25,Fresh Milk 1L,51,20595.67
2024-10-25,Ice Cream 1L,54,39928.6
2024-10-25,Mango Jam 500G,56,36620.68
2024-10-25,Milo Powder 400G,45,44599.29
2024-10-25,Pineapple Whole,52,20446.63
2024-10-25,Plain Bread 450G,42,7470.44
2024-10-25,Plain Flour 1KG,53,20521.72
2024-10-25,Salt 1KG,57,5652.23
2024-10-25,Toilet Paper 2PLY,63,6231.59
2024-10-25,Tomatoes 1KG,51,20608.27
2024-10-25,White Rice 1KG,53,11800.84
2024-10-25,White Sugar 1KG,66,23132.8
2024-10-26,Bottled Water 5L,68,17048.3
2024-10-26,Butter 227G,59,70650.77
2024-10-26,Chocolate Wafers 85G,62,6250.82
2024-10-26,Coca-Cola 1.5L,59,17861.27
2024-10-26,Coconut,78,10087.36
2024-10-26,Coconut Oil 750ML,77,64460.8
2024-10-26,Coconut Sweets,70,14106.59
2024-10-26,Fresh Chicken 1KG,66,92350.42
2024-10-26,Fresh Milk 1L,72,29170.02
2024-10-26,Ice Cream 1L,62,45594.4
2024-10-26,Mango Jam 500G,81,51855.82
2024-10-26,Milo Powder 400G,67,67760.8
2024-10-26,Pineapple Whole,83,33211.02
2024-10-26,Plain Bread 450G,55,10015.5
2024-10-26,Plain Flour 1KG,84,31828.33
2024-10-26,Salt 1KG,76,7626.35
2024-10-26,Toilet Paper 2PLY,74,7288.71
2024-10-26,Tomatoes 1KG,87,35405.98
2024-10-26,White Rice 1KG,72,15987.58
2024-10-26,White Sugar 1KG,66,23329.35
2024-10-27,Bottled Water 5L,71,17512.81
2024-10-27,Butter 227G,50,61191.87
2024-10-27,Chocolate Wafers 85G,54,5340.26
2024-10-27,Coca-Cola 1.5L,48,14664.47
2024-10-27,Coconut,85,10928.69
2024-10-27,Coconut Oil 750ML,74,63918.4
2024-10-27,Coconut Sweets,75,15078.58
2024-10-27,Fresh Chicken 1KG,68,94082.1
2024-10-27,Fresh Milk 1L,83,33678.04
2024-10-27,Ice Cream 1L,82,61536.49
2024-10-27,Mango Jam 500G,58,37571.21
2024-10-27,Milo Powder 400G,58,57646.18
2024-10-27,Pineapple Whole,67,26271.66
2024-10-27,Plain Bread 450G,50,8858.81
2024-10-27,Plain Flour 1KG,72,26915.77
2024-10-27,Salt 1KG,78,7709.33
2024-10-27,Toilet Paper 2PLY,62,6095.59
2024-10-27,Tomatoes 1KG,73,29638.73
2024-10-27,White Rice 1KG,81,18153.38
2024-10-27,White Sugar 1KG,85,29459.55
2024-10-28,Bottled Water 5L,53,13155.97
2024-10-28,Butter 227G,43,52600.32
2024-10-28,Chocolate Wafers 85G,42,4145.48
2024-10-28,Coca-Cola 1.5L,38,11329.36
2024-10-28,Coconut,48,6312.63
2024-10-28,Coconut Oil 750ML,46,38815.13
2024-10-28,Coconut Sweets,53,10663.34
2024-10-28,Fresh Chicken 1KG,48,66782.49
2024-10-28,Fresh Milk 1L,66,26686.92
2024-10-28,Ice Cream 1L,51,38394.1
2024-10-28,Mango Jam 500G,45,29038.17
2024-10-28,Milo Powder 400G,38,37962.04
2024-10-28,Pineapple Whole,67,26453.2
2024-10-28,Plain Bread 450G,41,7378.39
2024-10-28,Plain Flour 1KG,53,20050.64
2024-10-28,Salt 1KG,45,4585.8
2024-10-28,Toilet Paper 2PLY,60,6092.01
2024-10-28,Tomatoes 1KG,50,20014.94
2024-10-28,White Rice 1KG,48,10651.17
2024-10-28,White Sugar 1KG,59,20555.62
2024-10-29,Bottled Water 5L,45,11243.13
2024-10-29,Butter 227G,50,59282.61
2024-10-29,Chocolate Wafers 85G,48,4814.26
2024-10-29,Coca-Cola 1.5L,49,14847.13
2024-10-29,Coconut,53,7008.49
2024-10-29,Coconut Oil 750ML,45,37561.86
2024-10-29,Coconut Sweets,51,10267.07
2024-10-29,Fresh Chicken 1KG,49,69883.19
2024-10-29,Fresh Milk 1L,66,26173.72
2024-10-29,Ice Cream 1L,64,47912.51
2024-10-29,Mango Jam 500G,52,34026.53
2024-10-29,Milo Powder 400G,43,42939.25
2024-10-29,Pineapple Whole,58,22919.03
2024-10-29,Plain Bread 450G,52,9371.04
2024-10-29,Plain Flour 1KG,47,18005.43
2024-10-29,Salt 1KG,53,5351.73
2024-10-29,Toilet Paper 2PLY,48,4831.65
2024-10-29,Tomatoes 1KG,49,19972.54
2024-10-29,White Rice 1KG,54,11975.36
2024-10-29,White Sugar 1KG,46,16281.18
2024-10-30,Bottled Water 5L,56,13955.14
2024-10-30,Butter 227G,39,46669.52
2024-10-30,Chocolate Wafers 85G,42,4259.38
2024-10-30,Coca-Cola 1.5L,47,13852.43
2024-10-30,Coconut,66,8588.95
2024-10-30,Coconut Oil 750ML,48,40900.33
2024-10-30,Coconut Sweets,57,11618.86
2024-10-30,Fresh Chicken 1KG,64,90033.05
2024-10-30,Fresh Milk 1L,49,19936.35
2024-10-30,Ice Cream 1L,60,45480.24
2024-10-30,Mango Jam 500G,66,43662.47
2024-10-30,Milo Powder 400G,47,47453.19
2024-10-30,Pineapple Whole,52,21207.36
2024-10-30,Plain Bread 450G,37,6649.1
2024-10-30,Plain Flour 1KG,61,23337.26
2024-10-30,Salt 1KG,45,4468.35
2024-10-30,Toilet Paper 2PLY,59,5833.44
2024-10-30,Tomatoes 1KG,58,22825.22
2024-10-30,White Rice 1KG,65,14394.18
2024-10-30,White Sugar 1KG,56,19760.68
2024-10-31,Bottled Water 5L,61,15527.69
2024-10-31,Butter 227G,42,50937.56
2024-10-31,Chocolate Wafers 85G,37,3638.75
2024-10-31,Coca-Cola 1.5L,50,15222.14
2024-10-31,Coconut,51,6596.91
2024-10-31,Coconut Oil 750ML,48,41045.26
2024-10-31,Coconut Sweets,45,8970.04
2024-10-31,Fresh Chicken 1KG,57,78293.18
2024-10-31,Fresh Milk 1L,62,24719.63
2024-10-31,Ice Cream 1L,52,38986.97
2024-10-31,Mango Jam 500G,56,35752.1
2024-10-31,Milo Powder 400G,50,49416.44
2024-10-31,Pineapple Whole,64,25331.91
2024-10-31,Plain Bread 450G,50,9034.54
2024-10-31,Plain Flour 1KG,47,17908.25
2024-10-31,Salt 1KG,53,5391.59
2024-10-31,Toilet Paper 2PLY,66,6495.51
2024-10-31,Tomatoes 1KG,57,22884.63
2024-10-31,White Rice 1KG,50,10854.27
2024-10-31,White Sugar 1KG,45,15710.54
2024-11-01,Bottled Water 5L,62,15528.5
2024-11-01,Butter 227G,45,54588.76
2024-11-01,Chocolate Wafers 85G,37,3770.31
2024-11-01,Coca-Cola 1.5L,38,11430.64
2024-11-01,Coconut,61,7939.6
2024-11-01,Coconut Oil 750ML,53,45331.15
2024-11-01,Coconut Sweets,64,12716.61
2024-11-01,Fresh Chicken 1KG,60,83142.15
2024-11-01,Fresh Milk 1L,59,23753.88
2024-11-01,Ice Cream 1L,50,36921.95
2024-11-01,Mango Jam 500G,61,39545.28
2024-11-01,Milo Powder 400G,40,39436.24
2024-11-01,Pineapple Whole,66,26873.11
2024-11-01,Plain Bread 450G,43,7878.61
2024-11-01,Plain Flour 1KG,48,18521.83
2024-11-01,Salt 1KG,56,5503.11
2024-11-01,Toilet Paper 2PLY,49,4897.37
2024-11-01,Tomatoes 1KG,63,24948.98
2024-11-01,White Rice 1KG,64,13869.05
2024-11-01,White Sugar 1KG,54,18768.54
2024-11-02,Bottled Water 5L,86,21794.49
2024-11-02,Butter 227G,59,71577.89
2024-11-02,Chocolate Wafers 85G,57,5599.54
2024-11-02,Coca-Cola 1.5L,66,19463.1
2024-11-02,Coconut,75,9827.57
2024-11-02,Coconut Oil 750ML,63,53295.32
2024-11-02,Coconut Sweets,67,13639.3
2024-11-02,Fresh Chicken 1KG,59,82336.43
2024-11-02,Fresh Milk 1L,72,28347.98
2024-11-02,Ice Cream 1L,84,62169.66
2024-11-02,Mango Jam 500G,84,55563.62
2024-11-02,Milo Powder 400G,61,60440.65
2024-11-02,Pineapple Whole,75,30259.09
2024-11-02,Plain Bread 450G,49,8978.13
2024-11-02,Plain Flour 1KG,76,28832.8
2024-11-02,Salt 1KG,87,8586.44
2024-11-02,Toilet Paper 2PLY,69,7025.41
2024-11-02,Tomatoes 1KG,62,24352.46
2024-11-02,White Rice 1KG,74,16538.75
2024-11-02,White Sugar 1KG,68,23712.1
2024-11-03,Bottled Water 5L,79,20107.41
2024-11-03,Butter 227G,68,81628.99
2024-11-03,Chocolate Wafers 85G,61,6014.62
2024-11-03,Coca-Cola 1.5L,59,17735.59
2024-11-03,Coconut,62,7973.92
2024-11-03,Coconut Oil 750ML,68,57914.46
2024-11-03,Coconut Sweets,65,12872.89
2024-11-03,Fresh Chicken 1KG,63,87288.12
2024-11-03,Fresh Milk 1L,86,33937.64
2024-11-03,Ice Cream 1L,81,61710.1
2024-11-03,Mango Jam 500G,67,43892.19
2024-11-03,Milo Powder 400G,61,60564.12
2024-11-03,Pineapple Whole,67,26899.93
2024-11-03,Plain Bread 450G,66,11713.98
2024-11-03,Plain Flour 1KG,59,22658.62
2024-11-03,Salt 1KG,86,8703.24
2024-11-03,Toilet Paper 2PLY,77,7716.67
2024-11-03,Tomatoes 1KG,71,28350.61
2024-11-03,White Rice 1KG,77,16799.02
2024-11-03,White Sugar 1KG,71,24983.44
2024-11-04,Bottled Water 5L,56,14202.68
2024-11-04,Butter 227G,42,49859.32
2024-11-04,Chocolate Wafers 85G,40,3961.56
2024-11-04,Coca-Cola 1.5L,47,13832.21
2024-11-04,Coconut,57,7536.38
2024-11-04,Coconut Oil 750ML,63,53175.3
2024-11-04,Coconut Sweets,48,9507.42
2024-11-04,Fresh Chicken 1KG,59,82150.23
2024-11-04,Fresh Milk 1L,67,27303.28
2024-11-04,Ice Cream 1L,66,48848.25
2024-11-04,Mango Jam 500G,63,41669.33
2024-11-04,Milo Powder 400G,37,36901.63
2024-11-04,Pineapple Whole,66,26871.07
2024-11-04,Plain Bread 450G,45,8075.73
2024-11-04,Plain Flour 1KG,45,16954.4
2024-11-04,Salt 1KG,50,5016.43
2024-11-04,Toilet Paper 2PLY,61,6076.87
2024-11-04,Tomatoes 1KG,48,18933.53
2024-11-04,White Rice 1KG,47,10501.53
2024-11-04,White Sugar 1KG,62,21378.06
2024-11-05,Bottled Water 5L,60,14906.57
2024-11-05,Butter 227G,36,43842.34
2024-11-05,Chocolate Wafers 85G,51,5144.26
2024-11-05,Coca-Cola 1.5L,52,15818.09
2024-11-05,Coconut,51,6570.21
2024-11-05,Coconut Oil 750ML,49,41241.27
2024-11-05,Coconut Sweets,66,13333.51
2024-11-05,Fresh Chicken 1KG,62,88122.4
2024-11-05,Fresh Milk 1L,60,23613.86
2024-11-05,Ice Cream 1L,64,47818.98
2024-11-05,Mango Jam 500G,53,34418.22
2024-11-05,Milo Powder 400G,39,39443.62
2024-11-05,Pineapple Whole,66,26621.05
2024-11-05,Plain Bread 450G,36,6453.18
2024-11-05,Plain Flour 1KG,59,22569.07
2024-11-05,Salt 1KG,57,5664.66
2024-11-05,Toilet Paper 2PLY,60,5942.09
2024-11-05,Tomatoes 1KG,59,23499.36
2024-11-05,White Rice 1KG,65,14459.07
2024-11-05,White Sugar 1KG,58,19930.03
2024-11-06,Bottled Water 5L,61,15369.09
2024-11-06,Butter 227G,46,54584.45
2024-11-06,Chocolate Wafers 85G,44,4364.04
2024-11-06,Coca-Cola 1.5L,45,13659.24
2024-11-06,Coconut,56,7167.88
2024-11-06,Coconut Oil 750ML,64,54023.94
2024-11-06,Coconut Sweets,55,11110.97
2024-11-06,Fresh Chicken 1KG,55,76447.07
2024-11-06,Fresh Milk 1L,57,22828.76
2024-11-06,Ice Cream 1L,47,35058.2
2024-11-06,Mango Jam 500G,63,40514.08
2024-11-06,Milo Powder 400G,37,37067.66
2024-11-06,Pineapple Whole,58,22932.51
2024-11-06,Plain Bread 450G,41,7502.3
2024-11-06,Plain Flour 1KG,47,18186.06
2024-11-06,Salt 1KG,54,5344.65
2024-11-06,Toilet Paper 2PLY,65,6398.12
2024-11-06,Tomatoes 1KG,63,25178.98
2024-11-06,White Rice 1KG,50,11176.5
2024-11-06,White Sugar 1KG,59,20900.91
2024-11-07,Bottled Water 5L,49,12148.68
2024-11-07,Butter 227G,41,48613.69
2024-11-07,Chocolate Wafers 85G,50,4962.84
2024-11-07,Coca-Cola 1.5L,41,12089.53
2024-11-07,Coconut,59,7796.95
2024-11-07,Coconut Oil 750ML,45,38930.68
2024-11-07,Coconut Sweets,64,12610.11
2024-11-07,Fresh Chicken 1KG,60,85009.6
2024-11-07,Fresh Milk 1L,49,19647.82
2024-11-07,Ice Cream 1L,53,39055.69
2024-11-07,Mango Jam 500G,47,31110.65
2024-11-07,Milo Powder 400G,38,37473.21
2024-11-07,Pineapple Whole,50,20358.15
2024-11-07,Plain Bread 450G,37,6528.88
2024-11-07,Plain Flour 1KG,56,20990.38
2024-11-07,Salt 1KG,52,5113.42
2024-11-07,Toilet Paper 2PLY,49,4967.13
2024-11-07,Tomatoes 1KG,59,23293.72
2024-11-07,White Rice 1KG,48,10732.42
2024-11-07,White Sugar 1KG,45,15440.74
2024-11-08,Bottled Water 5L,54,13358.81
2024-11-08,Butter 227G,48,56586.23
2024-11-08,Chocolate Wafers 85G,38,3804.47
2024-11-08,Coca-Cola 1.5L,46,14037.64
2024-11-08,Coconut,62,7919.37
2024-11-08,Coconut Oil 750ML,55,46897.95
2024-11-08,Coconut Sweets,47,9394.98
2024-11-08,Fresh Chicken 1KG,57,79777.59
2024-11-08,Fresh Milk 1L,46,18677.68
2024-11-08,Ice Cream 1L,55,41135.81
2024-11-08,Mango Jam 500G,66,42675.59
2024-11-08,Milo Powder 400G,45,44865.24
2024-11-08,Pineapple Whole,49,19660.26
2024-11-08,Plain Bread 450G,44,7873.71
2024-11-08,Plain Flour 1KG,48,17954.35
2024-11-08,Salt 1KG,59,5932.17
2024-11-08,Toilet Paper 2PLY,65,6436.86
2024-11-08,Tomatoes 1KG,46,18113.31
2024-11-08,White Rice 1KG,49,10726.8
2024-11-08,White Sugar 1KG,60,20715.33
2024-11-09,Bottled Water 5L,66,16442.28
2024-11-09,Butter 227G,68,82284.94
2024-11-09,Chocolate Wafers 85G,58,5915.39
2024-11-09,Coca-Cola 1.5L,65,19157.28
2024-11-09,Coconut,70,9149.14
2024-11-09,Coconut Oil 750ML,81,70130.21
2024-11-09,Coconut Sweets,80,15722.86
2024-11-09,Fresh Chicken 1KG,74,103644.41
2024-11-09,Fresh Milk 1L,66,26161.52
2024-11-09,Ice Cream 1L,82,60352.69
2024-11-09,Mango Jam 500G,85,56136.57
2024-11-09,Milo Powder 400G,49,49269.36
2024-11-09,Pineapple Whole,82,32478.83
2024-11-09,Plain Bread 450G,60,10694.78
2024-11-09,Plain Flour 1KG,66,25137.44
2024-11-09,Salt 1KG,60,5952.49
2024-11-09,Toilet Paper 2PLY,80,7984.81
2024-11-09,Tomatoes 1KG,71,27968.2
2024-11-09,White Rice 1KG,58,12543.59
2024-11-09,White Sugar 1KG,77,26621.47
2024-11-10,Bottled Water 5L,73,18440.02
2024-11-10,Butter 227G,51,62078.88
2024-11-10,Chocolate Wafers 85G,69,6996.6
2024-11-10,Coca-Cola 1.5L,59,17959.37
2024-11-10,Coconut,66,8585.93
2024-11-10,Coconut Oil 750ML,80,67914.03
2024-11-10,Coconut Sweets,67,13273.56
2024-11-10,Fresh Chicken 1KG,58,81537.79
